Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"06037115202","Census Tract 1152.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1152.02",,,,3635,2502,2226,276,132,0,40,266,300,395
"06037115203","Census Tract 1152.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1152.03",,,,1499,1027,918,109,0,0,25,132,104,211
"06037115204","Census Tract 1152.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1152.04",,,,2108,1669,1358,311,94,0,36,53,14,242
"06037115301","Census Tract 1153.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1153.01",,,,2150,1688,1541,147,63,0,0,89,35,275
"06037115302","Census Tract 1153.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1153.02",,,,1951,1681,1433,248,128,0,6,24,16,96
"06037115401","Census Tract 1154.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1154.01",,,,2752,2411,2094,317,49,7,0,54,0,231
"06037115403","Census Tract 1154.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1154.03",,,,1857,1368,971,397,66,0,102,94,67,160
"06037115404","Census Tract 1154.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1154.04",,,,1425,1165,1081,84,84,0,0,29,6,141
"06037117101","Census Tract 1171.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1171.01",,,,2608,2133,1961,172,162,21,0,0,83,209
"06037117102","Census Tract 1171.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1171.02",,,,1313,1117,877,240,47,17,7,20,11,94
"06037117201","Census Tract 1172.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1172.01",,,,1995,1429,1199,230,265,5,28,14,20,234
"06037117202","Census Tract 1172.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1172.02",,,,1047,863,789,74,16,0,0,50,38,80
"06037117301","Census Tract 1173.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1173.01",,,,1764,1541,1322,219,30,13,0,12,0,168
"06037117302","Census Tract 1173.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1173.02",,,,2490,1972,1649,323,44,0,0,17,44,413
"06037117303","Census Tract 1173.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1173.03",,,,1857,1587,1472,115,29,0,10,40,27,164
"06037117404","Census Tract 1174.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.04",,,,2835,2178,2032,146,141,0,0,0,9,507
"06037117405","Census Tract 1174.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.05",,,,1608,1123,983,140,209,0,18,85,22,151
"06037117407","Census Tract 1174.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.07",,,,1442,1262,1027,235,93,0,10,51,26,0
"06037117408","Census Tract 1174.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.08",,,,1072,875,720,155,119,0,0,16,26,36
"06037117510","Census Tract 1175.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1175.10",,,,1977,1588,1285,303,283,0,0,0,28,78
"06037117520","Census Tract 1175.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1175.20",,,,1948,1478,1255,223,176,0,0,51,39,204
"06037117530","Census Tract 1175.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1175.30",,,,2878,2375,1949,426,171,0,0,105,69,158
"06037119001","Census Tract 1190.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1190.01",,,,2483,2274,1800,474,55,0,4,0,38,112
"06037119003","Census Tract 1190.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1190.03",,,,1851,1416,1085,331,104,0,0,0,151,180
"06037119004","Census Tract 1190.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1190.04",,,,1179,1073,1017,56,0,0,0,43,18,45
"06037119201","Census Tract 1192.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1192.01",,,,1936,1699,1487,212,46,0,0,12,61,118
"06037119202","Census Tract 1192.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1192.02",,,,2117,1888,1598,290,34,0,0,93,51,51
"06037119310","Census Tract 1193.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.10",,,,2192,1735,1564,171,143,0,0,3,21,290
"06037119320","Census Tract 1193.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.20",,,,2282,1886,1623,263,144,0,0,17,28,207
"06037119340","Census Tract 1193.40, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.40",,,,1769,1209,841,368,289,13,0,59,117,82
"06037119341","Census Tract 1193.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.41",,,,1444,1231,1080,151,91,0,10,14,15,83
"06037119342","Census Tract 1193.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.42",,,,1496,1302,1151,151,124,0,0,11,0,59
"06037119400","Census Tract 1194, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1194",,,,2352,2115,1768,347,99,0,0,28,0,110
"06037119700","Census Tract 1197, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1197",,,,2323,1899,1565,334,56,0,0,14,0,354
"06037119801","Census Tract 1198.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1198.01",,,,1222,1118,918,200,19,0,0,0,0,85
"06037119802","Census Tract 1198.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1198.02",,,,1454,1245,1077,168,41,0,0,17,3,148
"06037119900","Census Tract 1199, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1199",,,,2173,1792,1658,134,108,0,0,2,0,271
"06037120010","Census Tract 1200.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1200.10",,,,1348,1147,923,224,112,0,0,0,0,89
"06037120020","Census Tract 1200.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1200.20",,,,2265,1902,1439,463,188,0,0,87,0,88
"06037120030","Census Tract 1200.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1200.30",,,,1117,850,677,173,168,0,7,21,25,46
"06037120103","Census Tract 1201.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.03",,,,1211,844,639,205,258,18,0,17,0,74
"06037120104","Census Tract 1201.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.04",,,,1041,800,634,166,70,15,14,16,15,111
"06037120105","Census Tract 1201.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.05",,,,1275,1026,920,106,92,0,0,16,0,141
"06037120106","Census Tract 1201.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.06",,,,1968,1446,1226,220,353,7,50,88,21,3
"06037120107","Census Tract 1201.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.07",,,,1669,1382,1060,322,67,0,22,68,9,121
"06037120108","Census Tract 1201.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.08",,,,2351,1843,1585,258,197,26,11,43,26,205
"06037120300","Census Tract 1203, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1203",,,,2381,2072,1839,233,162,0,0,17,5,125
"06037120400","Census Tract 1204, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1204",,,,2656,2348,1967,381,146,0,0,0,0,162
"06037121010","Census Tract 1210.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1210.10",,,,2726,2316,1803,513,124,0,71,17,0,198
"06037121020","Census Tract 1210.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1210.20",,,,1701,1352,1045,307,24,0,0,10,98,217
"06037121101","Census Tract 1211.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1211.01",,,,1626,1346,1111,235,115,0,0,19,5,141
"06037121102","Census Tract 1211.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1211.02",,,,1043,867,716,151,4,38,0,23,0,111
"06037121210","Census Tract 1212.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1212.10",,,,998,845,672,173,36,0,0,21,45,51
"06037121221","Census Tract 1212.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1212.21",,,,1123,1026,921,105,8,0,0,15,20,54
"06037121222","Census Tract 1212.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1212.22",,,,2450,2152,1795,357,146,0,0,37,0,115
"06037121600","Census Tract 1216, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1216",,,,1224,1060,884,176,39,0,4,0,0,121
"06037121801","Census Tract 1218.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1218.01",,,,1825,1404,1251,153,131,0,0,30,74,186
"06037121802","Census Tract 1218.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1218.02",,,,1223,1067,855,212,88,0,0,5,5,58
"06037121900","Census Tract 1219, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1219",,,,1588,1375,1099,276,42,0,19,10,19,123
"06037122000","Census Tract 1220, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1220",,,,2369,2083,1742,341,72,27,0,31,0,156
"06037122120","Census Tract 1221.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1221.20",,,,2065,1743,1188,555,115,0,0,23,21,163
"06037122121","Census Tract 1221.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1221.21",,,,1283,1119,943,176,76,0,0,32,0,56
"06037122122","Census Tract 1221.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1221.22",,,,992,807,686,121,115,0,0,60,0,10
"06037122200","Census Tract 1222, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1222",,,,1819,1604,1430,174,8,0,0,61,14,132
"06037122410","Census Tract 1224.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1224.10",,,,1997,1679,1366,313,108,0,0,44,0,166
"06037122420","Census Tract 1224.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1224.20",,,,2501,2000,1636,364,181,0,40,0,36,244
"06037123010","Census Tract 1230.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1230.10",,,,1617,1301,1104,197,90,0,7,57,84,78
"06037123020","Census Tract 1230.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1230.20",,,,1492,1324,1017,307,31,0,8,6,15,108
"06037123103","Census Tract 1231.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1231.03",,,,2334,1871,1728,143,71,0,0,22,0,370
"06037123104","Census Tract 1231.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1231.04",,,,2286,1793,1573,220,151,10,0,43,0,289
"06037123203","Census Tract 1232.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.03",,,,1419,1227,1117,110,82,0,0,57,0,53
"06037123204","Census Tract 1232.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.04",,,,1514,1190,1077,113,172,0,10,47,0,95
"06037123205","Census Tract 1232.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.05",,,,1301,999,794,205,198,0,0,5,0,99
"06037123206","Census Tract 1232.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.06",,,,1027,733,652,81,91,0,0,36,32,135
"06037123301","Census Tract 1233.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1233.01",,,,2388,1850,1558,292,122,0,9,45,39,323
"06037123303","Census Tract 1233.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1233.03",,,,1496,1147,895,252,172,5,0,53,7,112
"06037123304","Census Tract 1233.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1233.04",,,,1739,1331,1222,109,187,0,0,36,16,169
"06037123410","Census Tract 1234.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1234.10",,,,1758,1396,1248,148,136,0,41,15,12,158
"06037123420","Census Tract 1234.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1234.20",,,,2337,1951,1717,234,183,0,0,47,14,142
"06037123510","Census Tract 1235.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1235.10",,,,2180,1699,1525,174,146,0,0,22,20,293
"06037123520","Census Tract 1235.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1235.20",,,,1147,902,823,79,49,11,10,41,25,109
"06037123601","Census Tract 1236.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1236.01",,,,2557,1808,1709,99,155,0,0,0,75,519
"06037123602","Census Tract 1236.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1236.02",,,,1264,805,782,23,114,0,0,21,0,324
"06037123700","Census Tract 1237, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1237",,,,2400,1545,1447,98,103,0,0,0,98,654
"06037123800","Census Tract 1238, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1238",,,,2790,2166,2018,148,101,0,0,50,44,429
"06037123901","Census Tract 1239.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1239.01",,,,1936,1498,1425,73,145,28,0,27,52,186
"06037123902","Census Tract 1239.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1239.02",,,,1284,1063,971,92,41,0,0,0,0,180
"06037124000","Census Tract 1240, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1240",,,,2317,1658,1552,106,36,0,0,0,41,582
"06037124102","Census Tract 1241.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1241.02",,,,2003,1266,1175,91,167,13,20,28,108,401
"06037124103","Census Tract 1241.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1241.03",,,,919,703,598,105,118,4,6,0,9,79
"06037124104","Census Tract 1241.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1241.04",,,,1377,1065,997,68,90,0,14,0,34,174
"06037124105","Census Tract 1241.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1241.05",,,,1279,923,813,110,169,8,12,5,18,144
"06037124201","Census Tract 1242.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1242.01",,,,2049,1761,1521,240,104,0,0,0,0,184
"06037124203","Census Tract 1242.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1242.03",,,,1009,719,599,120,58,0,15,16,13,188
"06037124204","Census Tract 1242.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1242.04",,,,1080,760,742,18,119,0,0,14,18,169
"06037124300","Census Tract 1243, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1243",,,,1463,1014,808,206,164,0,10,26,8,241
"06037124400","Census Tract 1244, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1244",,,,2506,1845,1711,134,76,0,0,81,0,504
"06037124500","Census Tract 1245, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1245",,,,1566,1253,1156,97,91,0,0,0,28,194
"06037124600","Census Tract 1246, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1246",,,,1382,1095,1045,50,22,0,23,6,0,236
"06037124700","Census Tract 1247, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1247",,,,2748,1943,1792,151,35,0,0,2,3,765
"06037124902","Census Tract 1249.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1249.02",,,,1753,1263,1123,140,127,25,0,61,0,277
"06037124903","Census Tract 1249.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"124903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1249.03",,,,1962,1409,1173,236,82,0,0,46,0,425
"06037125101","Census Tract 1251.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"125101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1251.01",,,,2501,1856,1531,325,150,0,62,17,33,383
"06037125102","Census Tract 1251.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"125102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1251.02",,,,1111,811,734,77,6,0,0,44,22,228
"06037125200","Census Tract 1252, Los Angeles County, California","ca","140","00",,,,"06","037",,,"125200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1252",,,,2166,1451,1251,200,181,0,0,22,0,512
